,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,last_updated
253,8766,MyNeighborAlice,ALICE,myneighboralice,105,2021-03-10T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'entertainment', 'metaverse', 'dao-maker', 'exnetwork-capital-portfolio', 'chromia-ecosystem', 'play-to-earn']",100000000.0,30600000.0,100000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xAC51066d7bEC65Dc4589368da368b212745d63E8'}",254,,,2022-04-21T16:00:00.000Z,7.117767107170173,160344449.7384612,-13.5572,1.48707618,4.43626073,12.61507083,5.48477613,0.30657235,-21.34353033,217803673.47940728,0.0112,711776710.72,2022-04-21T16:00:00.000Z
254,14556,Boba Network,BOBA,boba-network,36,2021-11-16T03:46:11.000Z,"['scaling', 'layer-2', 'rollups']",500000000.0,158960846.86,500000000.0,,255,152411751.0,208348213.0297666,2022-04-21T16:00:00.000Z,1.3670088537318004,6376560.36002535,-11.5972,-0.1055644,0.43823628,-3.09295219,4.4266868,-4.50090604,-42.35099038,217300885.05432487,0.0112,683504426.87,2022-04-21T16:00:00.000Z
255,1230,Steem,STEEM,steem,33,2016-04-18T00:00:00.000Z,"['media', 'content-creation', 'web3']",,394951699.0,409190981.0,,256,,,2022-04-21T16:00:00.000Z,0.5484087463449763,783361849.516699,7850.0199,-4.73107942,57.66848684,63.74027057,59.23740927,77.58407272,57.19884253,216594966.11540842,0.0111,224403912.91,2022-04-21T16:00:00.000Z
256,3884,Function X,FX,function-x,22,2019-04-25T00:00:00.000Z,['hardware'],1893022625.0,408520357.0,408520357.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8c15ef5b4b21951d50e53e4fbda8298ffad25057'}",257,,,2022-04-21T16:00:00.000Z,0.5263909741371823,2243730.98034632,12.279,-0.05829043,1.23627029,1.45363883,-2.06566125,-1.53852596,-18.4467773,215041428.67609948,0.0111,996470023.64,2022-04-21T16:00:00.000Z
257,9175,MOBOX,MBOX,mobox,68,2021-04-08T00:00:00.000Z,"['collectibles-nfts', 'defi', 'gaming', 'yield-farming', 'metaverse', 'play-to-earn', 'bnb-chain']",1000000000.0,79853075.89221582,389181745.0,"{'id': 1839, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377'}",258,133976641.0,360367301.9929519,2022-04-21T16:00:00.000Z,2.6897771081822532,68538042.69862948,-33.0791,-1.07433662,-1.07354254,-0.09273221,21.64364593,-7.6549534,-11.14550938,214786975.55282226,0.011,2689777108.18,2022-04-21T16:00:00.000Z
258,8335,Mdex,MDX,mdex,85,2021-01-27T00:00:00.000Z,"['decentralized-exchange', 'defi', 'yield-farming', 'amm', 'heco-ecosystem', 'bnb-chain']",,882576404.35504,1000000000.0,"{'id': 2502, 'name': 'HECO', 'symbol': 'HT', 'slug': 'huobi-token', 'token_address': '0x25d2e80cb6b86881fd7e07dd263fb79f4abe033c'}",259,,,2022-04-21T16:00:00.000Z,0.24263037193249046,15662969.98425386,96.8452,1.59331031,4.80779537,11.90673692,-2.20743541,-0.24577086,-11.35806603,214139841.24750343,0.011,242630371.93,2022-04-21T16:00:00.000Z
259,3306,Gemini Dollar,GUSD,gemini-dollar,58,2018-10-05T00:00:00.000Z,"['store-of-value', 'stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin']",0.0,213624693.91,213624693.91,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x056Fd409E1d7A124BD7017459dFEa2F387b6d5Cd'}",260,,,2022-04-21T16:00:00.000Z,0.9973030328278862,1197819.57728404,-46.0617,-0.06764839,0.2894602,-0.18161033,0.16055301,0.26274885,-0.18198218,213048555.12337187,0.011,213048555.12,2022-04-21T16:00:00.000Z
260,9891,BinaryX,BNX,binaryx,47,2021-05-18T00:00:00.000Z,"['mvb', 'bnb-chain']",21000000.0,2022897.56980632,2485629.41653268,"{'id': 1839, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x8C851d1a123Ff703BD1f9dabe631b69902Df5f97'}",261,,,2022-04-21T16:00:00.000Z,104.21537910282716,26374601.0733249,-16.9704,0.50705915,-1.69302567,0.30792896,112.7374493,344.60693293,321.37066306,210817037.1235534,0.0,2188522961.16,2022-04-21T16:00:00.000Z
261,1816,Civic,CVC,civic,78,2017-07-17T00:00:00.000Z,"['enterprise-solutions', 'identity', 'solana-ecosystem', 'dcg-portfolio', 'pantera-capital-portfolio', 'web3']",,670000000.0,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x41e5560054824ea6b0732e656e3ad64e20e94e45'}",262,,,2022-04-21T16:00:00.000Z,0.3116415024446183,51580687.12368753,20.0929,-0.20864109,4.97410665,9.23789976,3.5226648,24.07359733,16.12241442,208799806.63789427,0.0107,311641502.44,2022-04-21T16:00:00.000Z
262,3964,Reserve Rights,RSR,reserve-rights,104,2019-05-24T00:00:00.000Z,"['store-of-value', 'defi', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'dcg-portfolio']",100000000000.0,14801148904.0,100000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x320623b8e4ff03373931769a31fc52a4e78b5d70'}",263,,,2022-04-21T16:00:00.000Z,0.01396780383002732,33479128.03233944,-22.1366,-0.20530605,1.18088813,7.71542082,-0.99973278,-5.05724956,-35.17242792,206739544.35009587,0.0106,1396780383.0,2022-04-21T16:00:00.000Z
263,5444,Cartesi,CTSI,cartesi,72,2020-04-23T00:00:00.000Z,"['pos', 'platform', 'cosmos-ecosystem', 'scaling', 'smart-contracts', 'staking', 'dapp', 'ethereum-ecosystem', 'binance-smart-chain', 'layer-2', 'rollups', 'sidechain', 'binance-launchpad', 'binance-labs-portfolio', 'injective-ecosystem', 'bnb-chain']",1000000000.0,524550927.90035,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d'}",264,,,2022-04-21T16:00:00.000Z,0.38917352159023605,29789506.73855788,116.0877,1.74523696,10.10652737,8.42253057,5.73535307,-1.93209198,-27.49824108,204141331.8644052,0.0105,389173521.59,2022-04-21T16:00:00.000Z
264,10729,UFO Gaming,UFO,ufo-gaming,30,2021-06-30T00:00:00.000Z,"['platform', 'collectibles-nfts', 'gaming', 'launchpad', 'metaverse', 'play-to-earn']",25757575757575.0,25757575757575.5,25757575757575.5,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b'}",265,25757575757575.0,203547220.49415973,2022-04-21T16:00:00.000Z,7.902421501538198e-06,4870183.62772361,-21.6204,0.02063254,2.02124751,-2.12529691,-0.55576279,-18.74641489,-18.68972123,203547220.49416366,0.0,203547220.49,2022-04-21T16:00:00.000Z
265,11374,Mines of Dalarnia,DAR,mines-of-dalarnia,45,2021-08-24T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'metaverse', 'chromia-ecosystem', 'play-to-earn', 'animoca-brands-portfolio']",800000000.0,185566667.0,800000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x081131434f93063751813c619ecca9c4dc7862a3'}",266,,,2022-04-21T16:00:00.000Z,1.083942875952169,76456277.77414767,-47.0081,-3.09087002,-4.03849177,3.19191057,27.22231249,30.70291165,9.53098577,201143666.70883846,0.0104,867154300.76,2022-04-21T16:00:00.000Z
266,2297,StormX,STMX,stormx,39,2017-12-20T00:00:00.000Z,"['media', 'loyalty']",10000000000.0,10000000000.0,10000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbE9375C6a420D2eEB258962efB95551A5b722803'}",267,,,2022-04-21T16:00:00.000Z,0.02010897354402685,36735832.69957162,157.5149,-0.32839367,8.57800995,10.42179605,32.10004276,54.04486012,33.03619037,201089735.4402685,0.0103,201089735.44,2022-04-21T16:00:00.000Z
267,3012,VeThor Token,VTHO,vethor-token,44,2018-07-30T00:00:00.000Z,[],,45630180356.0,45630180356.0,"{'id': 3077, 'name': 'VeChain', 'symbol': 'VET', 'slug': 'vechain', 'token_address': '0x0000000000000000000000000000456E65726779'}",268,25671493632.0,110256805.75397155,2022-04-21T16:00:00.000Z,0.004294911988156948,10501203.22724823,-1.1341,-0.19217816,2.08146926,-2.26896721,26.2471298,25.92150769,-9.13817931,195977608.63274807,0.0101,195977608.63,2022-04-21T16:00:00.000Z
268,8420,DAO Maker,DAO,dao-maker,36,2021-02-09T00:00:00.000Z,"['defi', 'governance', 'launchpad', 'dao-maker', 'vbc-ventures-portfolio', 'injective-ecosystem']",312000000.0,69904058.51764628,274956231.6951411,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0f51bb10119727a7e5ea3538074fb341f56b09ad'}",269,91650000.0,254091706.80698532,2022-04-21T16:00:00.000Z,2.7724136040042042,9232878.6563815,61.1903,0.00071933,-3.58877877,1.47875693,28.26115954,30.95597739,-27.02944311,193802962.8094285,0.01,864993044.45,2022-04-21T16:00:00.000Z
269,4660,Telos,TLOS,telos,22,2019-09-17T00:00:00.000Z,"['medium-of-exchange', 'services', 'enterprise-solutions', 'collectibles-nfts', 'defi', 'zero-knowledge-proofs', 'smart-contracts', 'eos', 'bnb-chain']",355208371.0,270123443.8443,355208370.6674,,270,262666167.92829996,186330223.30707043,2022-04-21T16:00:00.000Z,0.709380369678721,6785891.64846735,-10.3216,-0.3091338,0.67485262,-4.96437496,-12.29802859,-31.21058878,9.59991139,191620268.45315874,0.0,251977845.53,2022-04-21T16:00:00.000Z
270,3441,Divi,DIVI,divi,10,2018-10-12T00:00:00.000Z,"['mineable', 'asset-management', 'masternodes', 'wallet']",,2838843086.4183016,2838843086.4183016,,271,,,2022-04-21T16:00:00.000Z,0.06732968900949915,340200.76261562,59.9755,-0.47643018,5.23204633,7.28989747,4.48421316,-8.47566285,2.2726211,191138422.15531096,0.0098,191138422.16,2022-04-21T16:00:00.000Z
271,5625,LUKSO,LYXe,lukso,26,2020-05-25T00:00:00.000Z,"['collectibles-nfts', 'metaverse']",100000000.0,15205915.70885664,100000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xA8b919680258d369114910511cc87595aec0be6D'}",272,14945916.0,187309014.47002295,2022-04-21T16:00:00.000Z,12.532454649820256,1882144.05448593,-18.8118,-0.40970231,3.00451942,-3.69002822,-11.99189844,-3.80907225,-11.21047391,190567449.03023526,0.0,1253245464.98,2022-04-21T16:00:00.000Z
272,2299,aelf,ELF,aelf,73,2017-12-21T00:00:00.000Z,"['marketplace', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'huobi-capital-portfolio', 'bnb-chain']",1000000000.0,544480199.9864658,879999999.9864658,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbf2179859fc6D5BEE9Bf9158632Dc51678a4100e'}",273,,,2022-04-21T16:00:00.000Z,0.3491007710562132,32918597.38449292,299.5545,-0.67259799,4.48206033,5.17361525,-1.30052315,11.4451789,-2.54616443,190078457.64011636,0.0098,349100771.06,2022-04-21T16:00:00.000Z
273,7486,Rari Governance Token,RGT,rari-governance-token,37,2020-10-22T00:00:00.000Z,"['defi', 'dao', 'yield-farming', 'yield-aggregator', 'governance', 'ledgerprime-portfolio']",,12368409.99340194,12485047.99443493,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd291e7a03283640fdc51b121ac401383a46cc623'}",274,5397340.0,82297572.32221228,2022-04-21T16:00:00.000Z,15.247802125160224,170193.9594761,0.1764,-0.28274351,-0.1171548,4.75497071,-0.59705619,-13.37649838,-35.40587466,188591068.18224707,0.0097,190369541.34,2022-04-21T16:00:00.000Z
274,8891,Bitcoin Standard Hashrate Token,BTCST,btc-standard-hashrate-token,19,2021-03-19T00:00:00.000Z,"['binance-launchpool', 'bnb-chain']",15000000.0,11415812.59518484,15000000.0,"{'id': 1839, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x78650b139471520656b9e7aa7a5e9276814a38e9'}",275,,,2022-04-21T16:00:00.000Z,16.334991517280685,2018984.39949965,-8.773,-0.85934322,1.34176709,1.75311851,1.53448329,10.54512547,-8.12573849,186477201.90521038,0.0096,245024872.76,2022-04-21T16:00:00.000Z
275,7064,BakeryToken,BAKE,bakerytoken,84,2020-09-15T00:00:00.000Z,"['collectibles-nfts', 'defi', 'gaming', 'binance-chain', 'amm', 'dex', 'bnb-chain']",,193529484.57579914,289770788.00724965,"{'id': 1839, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5'}",276,7306054.0,6966193.950774019,2022-04-21T16:00:00.000Z,0.9534824066142981,244021370.59103853,192.8137,0.56693796,17.48282203,14.48401472,57.95758688,63.93285195,23.28490853,184526958.70415765,0.0095,276291348.32,2022-04-21T16:00:00.000Z
276,5326,Orbit Chain,ORC,orbit-chain,15,2020-03-16T00:00:00.000Z,[],1000000000.0,610569075.7233665,982474646.52394,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x662b67d00a13faf93254714dd601f5ed49ef2f51'}",277,,,2022-04-21T16:00:00.000Z,0.30145727364965524,1279290.16390781,-2.1879,-0.2526621,0.26888216,-9.64884758,-20.69024243,4.6113979,-17.10069255,184060488.94235596,0.0,301457273.65,2022-04-21T16:00:00.000Z
277,6951,Reef,REEF,reef,92,2020-09-08T00:00:00.000Z,"['defi', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'kenetic-capital-portfolio', 'exnetwork-capital-portfolio', 'polygon-ecosystem', 'bnb-chain']",,18695768627.0,18695768620.0,,278,,,2022-04-21T16:00:00.000Z,0.009820877308699186,40409719.1185681,-55.0226,0.08507739,0.90465054,8.25764973,5.53789003,-2.77911454,-16.28343254,183608849.87759444,0.0094,183608849.81,2022-04-21T16:00:00.000Z
278,7232,Alpha Venture DAO,ALPHA,alpha-finance-lab,89,2020-09-29T00:00:00.000Z,"['defi', 'yield-farming', 'yield-aggregator', 'binance-launchpool', 'binance-launchpad', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",1000000000.0,446330126.0,1000000000.0,"{'id': 1839, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0xa1faa113cbe53436df28ff0aee54275c13b40975'}",279,,,2022-04-21T16:00:00.000Z,0.41100540570020627,53800506.13785452,36.1422,0.61331697,7.9616272,9.2897448,42.22126707,25.06629712,-12.48253625,183444094.5128542,0.0094,411005405.7,2022-04-21T16:00:00.000Z
279,10778,Metahero,HERO,metahero,25,2021-07-07T00:00:00.000Z,"['hardware', 'marketplace', 'vr-ar', 'metaverse', 'bnb-chain']",10000000000.0,5095643290.0,9766213274.0,"{'id': 1839, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0xD40bEDb44C081D2935eebA6eF5a3c8A31A1bBE13'}",280,5097321289.0,183090324.75092256,2022-04-21T16:00:00.000Z,0.035918929643699485,9022291.99941515,-40.3416,-0.01192987,1.38550773,-8.33363204,-22.3522177,-46.12362351,-57.01915087,183030052.82289937,0.0,359189296.44,2022-04-21T16:00:00.000Z
280,693,Verge,XVG,verge,54,2014-10-25T00:00:00.000Z,"['mineable', 'multiple-algorithms', 'medium-of-exchange', 'privacy']",16555000000.0,16502493237.83363,16502493237.83363,,281,,,2022-04-21T16:00:00.000Z,0.010806788204236919,3253185.81821122,-26.2517,-0.72697562,1.86030797,3.63449861,4.51651245,11.27194263,-5.83992153,178338949.26312,0.0092,178906378.72,2022-04-21T16:00:00.000Z
281,1680,Aragon,ANT,aragon,99,2017-05-18T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'enterprise-solutions', 'dao', 'ethereum-ecosystem', 'governance', 'boostvc-portfolio', 'placeholder-ventures-portfolio', 'web3']",,39609522.80952381,39609523.80952381,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa117000000f279d81a1d3cc75430faa017fa5a2e'}",282,,,2022-04-21T16:00:00.000Z,4.496700140978621,23859726.29980901,19.5794,-0.05000111,3.74406893,5.17442354,-8.32506936,-8.28092983,-22.42442504,178112146.80168164,0.0092,178112151.3,2022-04-21T16:00:00.000Z
282,7737,API3,API3,api3,59,2020-11-21T00:00:00.000Z,"['defi', 'oracles', 'coinfund-portfolio', 'dcg-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'cardano', 'injective-ecosystem']",,36907810.0,110978134.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0b38210ea11411557c13457D4dA7dC6ea731B88a'}",283,,,2022-04-21T16:00:00.000Z,4.717616817340302,179262075.94742775,106.1626,-0.53606802,-7.93852593,18.35433957,-7.55710142,-34.77934978,-3.77669725,174116905.14720055,0.009,523552311.32,2022-04-21T16:00:00.000Z
283,7206,TitanSwap,TITAN,titanswap,12,2020-09-28T00:00:00.000Z,[],,53404160.0,10000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3A8cCCB969a61532d1E6005e2CE12C200caeCe87'}",284,,,2022-04-21T16:00:00.000Z,3.2556229360099525,14987851.58537511,242.722,6.85543413,9.1207763,13.60513479,155.01471965,144.82560642,73.80631809,173863808.17434525,0.0,32556229360.1,2022-04-21T16:00:00.000Z
284,1788,Metal,MTL,metal,47,2017-07-09T00:00:00.000Z,"['medium-of-exchange', 'payments']",66588888.0,66588888.0,66588888.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xF433089366899D83a9f26A773D59ec7eCF30355e'}",285,,,2022-04-21T16:00:00.000Z,2.6097027005637243,158485115.26860094,-46.7229,0.37281332,-14.06382032,22.33893357,59.54541518,78.01488654,66.16318003,173777200.84113538,0.0089,173777200.84,2022-04-21T16:00:00.000Z
285,5268,Energy Web Token,EWT,energy-web-token,20,2020-03-28T00:00:00.000Z,"['energy', 'enterprise-solutions', 'identity', 'substrate', 'polkadot-ecosystem']",100000000.0,30062138.0,48638535.4433,,286,32932614.0,190234355.79460365,2022-04-21T16:00:00.000Z,5.776473006199983,2032511.02783071,-22.0105,-1.91237734,6.30779984,15.99422727,-9.25187986,6.83757785,-11.7794535,173653128.66565874,0.0089,577647300.62,2022-04-21T16:00:00.000Z
286,5113,inSure DeFi,SURE,insure,17,2020-01-07T00:00:00.000Z,"['collectibles-nfts', 'defi', 'dao', 'insurance', 'avalanche-ecosystem', 'metaverse', 'bnb-chain']",88000000000.0,26790063174.642704,88000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xcb86c6a22cb56b6cf40cafedb06ba0df188a416e'}",287,,,2022-04-21T16:00:00.000Z,0.00644522414576631,1296719.60233246,-1.0708,-0.63461876,0.73983672,4.23390132,4.21711211,13.10567925,-13.39757435,172667962.039812,0.0,567179724.83,2022-04-21T16:00:00.000Z
287,9543,Biconomy,BICO,biconomy,54,2021-12-01T10:12:17.000Z,"['platform', 'interoperability', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'fenbushi-capital-portfolio', 'mvb']",,122695351.77700001,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf17e65822b568b3903685a7c9f496cf7656cc6c2'}",288,,,2022-04-21T16:00:00.000Z,1.4056611237855157,48095807.2344644,66.3073,0.07558529,1.89764827,3.9236816,-11.97010086,-0.55877939,-50.39201522,172468086.062117,0.0089,1405661123.79,2022-04-21T16:00:00.000Z
288,5026,Orchid,OXT,orchid,71,2019-12-16T00:00:00.000Z,"['polychain-capital-portfolio', 'blockchain-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'a16z-portfolio', 'web3']",,690690083.7746798,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4575f41308EC1483f3d399aa9a2826d74Da13Deb'}",289,,,2022-04-21T16:00:00.000Z,0.2460230390114268,30141911.61089742,37.4963,-0.4647274,0.60109557,0.07026046,-3.91239906,2.46767139,-9.66966246,169925673.4253037,0.0087,246023039.01,2022-04-21T16:00:00.000Z
289,6651,USDX [Kava],USDX,usdx-kava,13,2020-08-20T00:00:00.000Z,"['stablecoin', 'usd-stablecoin']",15645182.0,172043701.0,172043701.0,,290,,,2022-04-21T16:00:00.000Z,0.9806434787246079,229326.30388187,6.7727,0.13562947,0.06910375,2.0463378,1.75365954,1.5436539,0.4377261,168713533.4412963,0.0,15342345.7,2022-04-21T16:00:00.000Z
290,8938,Ellipsis,EPS,ellipsis,42,2021-03-24T00:00:00.000Z,"['decentralized-exchange', 'defi', 'dex', 'bnb-chain']",1000000000.0,723701571.7997887,723701571.7997887,"{'id': 1839, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0xa7f552078dcc247c2684336020c03648500c6d9f'}",291,,,2022-04-21T16:00:00.000Z,0.23308884097234472,29285489.70296855,-15.9938,-0.22775676,0.63760119,-2.93547492,27.36788365,29.4646908,22.53042424,168686760.58067688,0.0087,233088840.97,2022-04-21T16:00:00.000Z
291,10529,Sun (New),SUN,sun-token,56,2021-06-21T00:00:00.000Z,['tron-ecosystem'],,10514908025.0,19900730000.0,"{'id': 1958, 'name': 'Tron20', 'symbol': 'TRX', 'slug': 'tron', 'token_address': 'TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S'}",292,,,2022-04-21T16:00:00.000Z,0.01595854417409362,136923358.72853407,16.0311,-4.54536585,8.87720422,8.62193424,19.72128946,20.82580557,-7.80731694,167802624.203494,0.0086,317586678.8,2022-04-21T16:00:00.000Z
292,1637,iExec RLC,RLC,rlc,63,2017-04-20T00:00:00.000Z,"['marketplace', 'ai-big-data', 'distributed-computing', 'defi', 'privacy', 'oracles', 'scaling', 'substrate', 'polkadot', 'web3']",,80200793.23876736,86999784.9868455,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x607f4c5bb672230e8672085532f7e901544a7375'}",293,,,2022-04-21T16:00:00.000Z,2.087593323605732,7384377.27985654,-15.3052,-0.54607277,3.19251476,1.54857939,5.82692179,20.00287421,-6.07346039,167426640.51313448,0.0086,181620170.29,2022-04-21T16:00:00.000Z
293,8489,XSGD,XSGD,xsgd,22,2021-02-17T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'zilliqa-ecosystem']",,226702225.755912,230557153.83,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x70e8de73ce538da2beed35d14187f6959a8eca96'}",294,,,2022-04-21T16:00:00.000Z,0.736961892835843,690684.59570357,3.6604,-0.63130043,1.08297358,0.33574771,0.0899466,-0.71853352,-0.34407554,167070901.4031755,0.0,169911836.49,2022-04-21T16:00:00.000Z
294,3855,Locus Chain,LOCUS,locus-chain,4,2019-05-20T00:00:00.000Z,"['platform', 'payments', 'scaling']",7000000000.0,879808260.789998,7000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc64500dd7b0f1794807e67802f8abbf5f8ffb054'}",295,1790000000.0,333744380.7557791,2022-04-21T16:00:00.000Z,0.18644937472389894,3802630.25945915,-9.1243,-0.5628706,4.71127321,-10.96330702,549.25681999,523.30344304,488.15900974,164039700.10121614,0.0084,1305145623.07,2022-04-21T16:00:00.000Z
295,2665,Dero,DERO,dero,11,2018-04-23T00:00:00.000Z,"['mineable', 'privacy', 'smart-contracts']",,12435208.0,18400000.0,,296,,,2022-04-21T16:00:00.000Z,12.99266536016831,1288996.01394808,-22.9161,-2.92567735,-3.76469613,29.54193901,15.73276961,5.86765625,60.10631836,161566496.22808784,0.0,239065042.63,2022-04-21T16:00:00.000Z
296,1732,Numeraire,NMR,numeraire,66,2017-06-23T00:00:00.000Z,"['asset-management', 'ai-big-data', 'defi', 'payments', 'research', 'coinfund-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'paradigm-portfolio']",11000000.0,5888503.64405066,10952115.57893991,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1776e1F26f98b1A5dF9cD347953a26dd3Cb46671'}",297,,,2022-04-21T16:00:00.000Z,27.209209269614096,12246190.56125639,51.8277,0.68656602,1.1338283,1.78669138,-8.89969232,-3.6631319,9.21902776,160221527.9358596,0.0082,299301301.97,2022-04-21T16:00:00.000Z
297,7817,Bifrost (BFC),BFC,bifrost,13,2020-11-30T00:00:00.000Z,"['platform', 'interoperability', 'avalanche-ecosystem', 'exnetwork-capital-portfolio', 'vbc-ventures-portfolio']",4000000000.0,1105059080.7334054,2368584073.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0c7D5ae016f806603CB1782bEa29AC69471CAb9c'}",298,466758274.0,67049468.908133894,2022-04-21T16:00:00.000Z,0.14364923482456338,730686.57894555,48.5122,-1.17219152,-1.39203121,-3.23062386,-7.47507257,-9.49801173,-22.92093886,158740891.3832891,0.0,574596939.3,2022-04-21T16:00:00.000Z
298,1104,Augur,REP,augur,84,2015-10-27T00:00:00.000Z,"['platform', 'defi', 'oracles', 'prediction-markets', 'reputation', 'storage', '1confirmation-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'polygon-ecosystem']",,11000000.0,11000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1985365e9f78359a9B6AD760e32412f4a445E862'}",299,,,2022-04-21T16:00:00.000Z,14.2524469074311,41354610.36779124,393.559,-0.33246695,3.82203229,5.05653975,-0.01337983,2.46207345,-1.10694879,156776915.9817421,0.0081,156776915.98,2022-04-21T16:00:00.000Z
